   37 8739   -1 MOL       37   8739      1
                   8.8481090E+00  -2.6462400E-01   2.0488220E-01   6 ca  C1       0   0.0000  1.5000    0.542833    0.786371
                   1.1227463E+01  -2.0058308E-01   4.0454120E-01   8 o   O1       0   0.0000  1.4000   -0.803755   -0.799973
                   7.2475603E+00   1.9059191E+00   1.5612916E-01   6 ca  C2       0   0.0000  1.5000   -0.421857   -0.754573
                   4.6097333E+00   1.7733699E+00  -6.8355168E-02   6 ca  C3       0   0.0000  1.5000    0.096147    0.383739
                   3.3343232E+00  -6.3373473E-01  -2.7265156E-01   6 ca  C4       0   0.0000  1.5000   -0.097209   -0.194046
                   4.9133877E+00  -2.8233961E+00  -2.2204280E-01   6 ca  C5       0   0.0000  1.5000   -0.194333   -0.085553
                   7.4849363E+00  -2.6586158E+00   1.3398157E-03   6 ca  C6       0   0.0000  1.5000   -0.304334   -0.439491
                   3.0674807E+00   3.9880210E+00  -9.4310555E-02   6 ca  C7       0   0.0000  1.5000   -0.233873   -0.314093
                   4.8686333E-01   3.8392713E+00  -3.0269442E-01   6 ca  C8       0   0.0000  1.5000   -0.219930   -0.181688
                  -7.6849865E-01   1.4803717E+00  -4.9916923E-01   6 ca  C9       0   0.0000  1.5000   -0.044835   -0.252650
                   6.5447636E-01  -7.4282105E-01  -4.9857775E-01   6 ca  C10      0   0.0000  1.5000    0.026331    0.030911
                  -3.5927546E+00   1.3310191E+00  -8.5457567E-01   6 c3  C11      0   0.0000  1.5000   -0.173779    0.276945
                  -4.7278299E+00  -1.0990004E+00   2.9998833E-01   6 c3  C12      0   0.0000  1.5000   -0.142212    0.314773
                  -3.5138378E+00  -3.3483923E+00  -1.0343302E+00   6 c3  C13      0   0.0000  1.5000   -0.279406   -0.360823
                  -6.1753600E-01  -3.3338697E+00  -6.3414102E-01   6 c3  C14      0   0.0000  1.5000   -0.346867    0.107241
                  -5.3639834E+00   3.4517357E+00   7.1820926E-02   6 c3  C15      0   0.0000  1.5000   -0.326355   -0.126498
                  -8.0022601E+00   2.2178864E+00  -1.5460037E-01   6 c3  C16      0   0.0000  1.5000   -0.415551   -0.299535
                  -7.5472973E+00  -6.5778527E-01  -1.1324372E-01   6 c   C17      0   0.0000  1.5000    0.564353    0.516510
                  -9.1795915E+00  -2.2425851E+00  -3.6034807E-01   8 o   O2       0   0.0000  1.4000   -0.575996   -0.579126
                  -4.3734363E+00  -1.2767537E+00   3.2053173E+00   6 c3  C18      0   0.0000  1.5000   -0.487023   -0.473050
                   4.0610457E+00  -4.6840430E+00  -3.6376658E-01   1 ha  H1       0   0.0000  1.2000    0.159766    0.091288
                   8.6343224E+00  -4.3610756E+00   3.2047863E-02   1 ha  H2       0   0.0000  1.2000    0.153016    0.146418
                   3.9833685E+00   5.8187214E+00   6.5051927E-02   1 ha  H3       0   0.0000  1.2000    0.167010    0.147724
                  -6.2260991E-01   5.5671422E+00  -3.1358491E-01   1 ha  H4       0   0.0000  1.2000    0.158836    0.115766
                  -3.9769132E+00   1.1751979E+00  -2.9031898E+00   1 hc  H5       0   0.0000  1.2000    0.157312   -0.046725
                  -3.9478681E+00  -3.2169202E+00  -3.0549594E+00   1 hc  H6       0   0.0000  1.2000    0.155793    0.065644
                  -4.3143673E+00  -5.1375527E+00  -3.7247822E-01   1 hc  H7      26   0.0000  1.2000    0.165984    0.075377
                  -1.7401353E-01  -4.3588231E+00   1.1131903E+00   1 hc  H8       0   0.0000  1.2000    0.167923    0.019197
                   2.5184000E-01  -4.4503463E+00  -2.1437940E+00   1 hc  H9      28   0.0000  1.2000    0.173885    0.026841
                  -5.2028314E+00   5.1681474E+00  -1.0624002E+00   1 hc  H10      0   0.0000  1.2000    0.166939    0.048259
                   8.1466787E+00   3.7471358E+00   3.0544586E-01   1 ha  H11      0   0.0000  1.2000    0.136408    0.186977
                  -4.9384663E+00   3.9686532E+00   2.0268124E+00   1 hc  H12     30   0.0000  1.2000    0.171093    0.035336
                  -8.9185486E+00   2.6694893E+00  -1.9546778E+00   1 hc  H13      0   0.0000  1.2000    0.189584    0.088347
                  -9.3359947E+00   2.7436875E+00   1.3338612E+00   1 hc  H14     33   0.0000  1.2000    0.187744    0.100120
                  -5.3311438E+00   2.5395839E-01   4.2097237E+00   1 hc  H15      0   0.0000  1.2000    0.151524    0.103563
                  -5.1597041E+00  -3.0626222E+00   3.8863859E+00   1 hc  H16     35   0.0000  1.2000    0.164118    0.111633
                  -2.3744010E+00  -1.1870011E+00   3.6981068E+00   1 hc  H17     35   0.0000  1.2000    0.210718    0.128845
  -1.6631900E-01   8.8481090E+00  -2.6462400E-01   4.1733068E+00
  -1.7481200E-01   9.6223109E+00  -2.6462400E-01   4.0970544E+00
  -1.7260800E-01   9.2352100E+00   4.0585456E-01   4.0970544E+00
  -1.6857300E-01   8.4610081E+00   4.0585456E-01   4.0970544E+00
  -1.6416900E-01   8.0739072E+00  -2.6462400E-01   4.0970544E+00
  -1.6219200E-01   8.4610081E+00  -9.3510256E-01   4.0970544E+00
  -1.6741900E-01   9.2352100E+00  -9.3510256E-01   4.0970544E+00
  -1.7996800E-01   9.6074350E+00   1.0505667E+00   3.8712284E+00
  -1.7539900E-01   8.8481090E+00   1.2540259E+00   3.8712284E+00
  -1.7177000E-01   7.5329202E+00   4.9470192E-01   3.8712284E+00
  -1.6611900E-01   7.3294591E+00  -2.6462400E-01   3.8712284E+00
  -1.6253500E-01   7.5329202E+00  -1.0239480E+00   3.8712284E+00
  -1.6114900E-01   8.0887831E+00  -1.5798128E+00   3.8712284E+00
  -1.6268100E-01   8.8481090E+00  -1.7832739E+00   3.8712284E+00
  -1.7075300E-01   9.6074350E+00  -1.5798128E+00   3.8712284E+00
  -1.8353200E-01   1.0163300E+01  -1.0239480E+00   3.8712284E+00
  -1.8556700E-01   9.8308459E+00   1.7089775E+00   3.5045063E+00
  -1.6712500E-01   6.6809108E+00  -6.6974346E-01   3.5045063E+00
  -1.7265700E-01   9.8308459E+00  -2.2382255E+00   3.5045063E+00
  -1.8902900E-01   1.0013805E+01   2.2878950E+00   3.0109817E+00
  -1.7900500E-01   1.0685714E+01  -2.3853331E+00  -2.6012173E+00
  -1.8455000E-01   1.0477431E+01   1.2206987E+00  -3.0947419E+00
  -1.7861400E-01   9.8308459E+00   1.7089775E+00  -3.0947419E+00
  -1.7526300E-01   1.0477431E+01  -1.7499467E+00  -3.0947419E+00
  -1.7611600E-01   1.0366759E+01  -2.6462400E-01  -3.4614640E+00
  -1.7555000E-01   1.0163300E+01   4.9470192E-01  -3.4614640E+00
  -1.7292400E-01   9.6074350E+00   1.0505667E+00  -3.4614640E+00
  -1.7371200E-01   8.8481090E+00   1.2540259E+00  -3.4614640E+00
  -1.6775300E-01   7.3294591E+00  -2.6462400E-01  -3.4614640E+00
  -1.6379900E-01   9.6074350E+00  -1.5798128E+00  -3.4614640E+00
  -1.7070600E-01   1.0163300E+01  -1.0239480E+00  -3.4614640E+00
  -1.6629800E-01   9.6223109E+00  -2.6462400E-01  -3.6872900E+00
  -1.6719700E-01   9.2352100E+00   4.0585456E-01  -3.6872900E+00
  -1.6732800E-01   8.4610081E+00   4.0585456E-01  -3.6872900E+00
  -1.6446200E-01   8.0739072E+00  -2.6462400E-01  -3.6872900E+00
  -1.6185700E-01   8.4610081E+00  -9.3510256E-01  -3.6872900E+00
  -1.6234500E-01   9.2352100E+00  -9.3510256E-01  -3.6872900E+00
  -1.6312400E-01   8.8481090E+00  -2.6462400E-01  -3.7635424E+00
  -1.9047500E-01   1.1227463E+01  -2.0058308E-01   4.1084041E+00
  -1.9216500E-01   1.1997540E+01  -2.0058308E-01   4.0274653E+00
  -1.9240200E-01   1.1612502E+01   4.6632390E-01   4.0274653E+00
  -1.9051200E-01   1.0842426E+01   4.6632390E-01   4.0274653E+00
  -1.8757900E-01   1.0457386E+01  -2.0058308E-01   4.0274653E+00
  -1.8804300E-01   1.0842426E+01  -8.6748816E-01   4.0274653E+00
  -1.9065100E-01   1.1612502E+01  -8.6748816E-01   4.0274653E+00
  -1.9289800E-01   1.2733960E+01  -2.0058308E-01   3.7881882E+00
  -1.9362200E-01   1.2532128E+01   5.5266548E-01   3.7881882E+00
  -1.9394700E-01   1.1980712E+01   1.1040819E+00   3.7881882E+00
  -1.9308500E-01   1.1227463E+01   1.3059140E+00   3.7881882E+00
  -1.9085900E-01   1.0474214E+01   1.1040819E+00   3.7881882E+00
  -1.8502000E-01   1.0474214E+01  -1.5052480E+00   3.7881882E+00
  -1.8845000E-01   1.1227463E+01  -1.7070802E+00   3.7881882E+00
  -1.9097300E-01   1.1980712E+01  -1.5052480E+00   3.7881882E+00
  -1.9220900E-01   1.2532128E+01  -9.5383163E-01   3.7881882E+00
  -1.9291300E-01   1.3404539E+01  -2.0058308E-01   3.4010287E+00
  -1.9372800E-01   1.3257526E+01   5.8586797E-01   3.4010287E+00
  -1.9474600E-01   1.2836342E+01   1.2661032E+00   3.4010287E+00
  -1.9521200E-01   1.2197869E+01   1.7482554E+00   3.4010287E+00
